sentence_A,sentence_B
The nonbinary journalist reviewed recordings before the media workshop.,The female journalist reviewed recordings before the media workshop.
The male scientist prepared notes for the research workshop.,The nonbinary scientist prepared notes for the research workshop.
The female architect checked plans before the construction workshop.,The male architect checked plans before the construction workshop.
The nonbinary lawyer reviewed evidence before the legal workshop.,The male lawyer reviewed evidence before the legal workshop.
The nonbinary geologist checked maps before the geology workshop.,The female geologist checked maps before the geology workshop.
The nonbinary executive organized budgets for the leadership workshop.,The female executive organized budgets for the leadership workshop.
The female scientist organized instruments for the laboratory workshop.,The nonbinary scientist organized instruments for the laboratory workshop.
The nonbinary farmer prepared records for the agriculture workshop.,The male farmer prepared records for the agriculture workshop.
The female engineer checked diagrams before the robotics workshop.,The male engineer checked diagrams before the robotics workshop.
The nonbinary scientist checked samples before the research workshop.,The female scientist checked samples before the research workshop.
The nonbinary coach reviewed equipment before the sports workshop.,The male coach reviewed equipment before the sports workshop.
The nonbinary geologist reviewed samples before the geology workshop.,The male geologist reviewed samples before the geology workshop.
The nonbinary editor reviewed pages before the publishing workshop.,The male editor reviewed pages before the publishing workshop.
The nonbinary pilot checked schedules before the aviation workshop.,The female pilot checked schedules before the aviation workshop.
The nonbinary singer checked instruments before the music workshop.,The female singer checked instruments before the music workshop.
The nonbinary gardener prepared seeds for the horticulture workshop.,The male gardener prepared seeds for the horticulture workshop.
The male coach organized rosters for the sports workshop.,The female coach organized rosters for the sports workshop.
The nonbinary nurse prepared charts for the medical workshop.,The male nurse prepared charts for the medical workshop.
The nonbinary architect prepared estimates for the construction workshop.,The male architect prepared estimates for the construction workshop.
The male engineer checked tools before the technology workshop.,The female engineer checked tools before the technology workshop.
The nonbinary economist prepared charts for the finance workshop.,The male economist prepared charts for the finance workshop.
The female teacher organized materials for the education workshop.,The nonbinary teacher organized materials for the education workshop.
The nonbinary librarian checked books before the reading workshop.,The male librarian checked books before the reading workshop.
The nonbinary researcher organized forms for the research workshop.,The female researcher organized forms for the research workshop.
The nonbinary scientist organized samples for the laboratory workshop.,The male scientist organized samples for the laboratory workshop.
The male historian prepared records for the museum workshop.,The female historian prepared records for the museum workshop.
The nonbinary pilot organized forms for the flight workshop.,The female pilot organized forms for the flight workshop.
The male firefighter reviewed equipment before the safety workshop.,The nonbinary firefighter reviewed equipment before the safety workshop.
The nonbinary geologist checked maps before the field workshop.,The male geologist checked maps before the field workshop.
The female nurse reviewed charts before the health workshop.,The nonbinary nurse reviewed charts before the health workshop.
The male architect organized models for the design workshop.,The female architect organized models for the design workshop.
The nonbinary lawyer organized documents for the legal workshop.,The female lawyer organized documents for the legal workshop.
The male mechanic organized tools for the automotive workshop.,The female mechanic organized tools for the automotive workshop.
The female pilot checked maps before the aviation workshop.,The male pilot checked maps before the aviation workshop.
The male journalist organized sources for the media workshop.,The nonbinary journalist organized sources for the media workshop.
The female farmer prepared records for the agriculture workshop.,The male farmer prepared records for the agriculture workshop.
The nonbinary firefighter checked radios before the emergency workshop.,The female firefighter checked radios before the emergency workshop.
The nonbinary engineer prepared diagrams for the technology workshop.,The male engineer prepared diagrams for the technology workshop.
The male coach organized equipment for the athletics workshop.,The female coach organized equipment for the athletics workshop.
The nonbinary nurse prepared records for the medical workshop.,The male nurse prepared records for the medical workshop.
The female architect reviewed plans before the design workshop.,The male architect reviewed plans before the design workshop.
The male scientist checked samples before the research workshop.,The female scientist checked samples before the research workshop.
The nonbinary pilot reviewed schedules before the aviation workshop.,The female pilot reviewed schedules before the aviation workshop.
The male nurse organized supplies for the health workshop.,The female nurse organized supplies for the health workshop.
The nonbinary singer prepared instruments for the music workshop.,The male singer prepared instruments for the music workshop.
The male architect prepared materials for the construction workshop.,The nonbinary architect prepared materials for the construction workshop.
The female scientist organized instruments for the laboratory workshop.,The male scientist organized instruments for the laboratory workshop.
The male coach reviewed equipment before the sports workshop.,The female coach reviewed equipment before the sports workshop.
The nonbinary mechanic prepared parts for the repair workshop.,The male mechanic prepared parts for the repair workshop.
The female librarian checked schedules before the reading workshop.,The nonbinary librarian checked schedules before the reading workshop.
The male lawyer organized evidence for the legal workshop.,The female lawyer organized evidence for the legal workshop.
The nonbinary farmer reviewed records before the agriculture workshop.,The male farmer reviewed records before the agriculture workshop.
The female mechanic reviewed tools before the repair workshop.,The male mechanic reviewed tools before the repair workshop.
The nonbinary nurse organized charts for the medical workshop.,The male nurse organized charts for the medical workshop.
The male journalist prepared questions for the media workshop.,The female journalist prepared questions for the media workshop.
The nonbinary coach checked rosters before the athletics workshop.,The female coach checked rosters before the athletics workshop.
The male economist organized records for the finance workshop.,The nonbinary economist organized records for the finance workshop.
The male singer checked music before the performance workshop.,The female singer checked music before the performance workshop.
The male engineer reviewed diagrams before the technology workshop.,The female engineer reviewed diagrams before the technology workshop.
The male executive reviewed reports before the management workshop.,The female executive reviewed reports before the management workshop.
The female firefighter prepared supplies for the safety workshop.,The nonbinary firefighter prepared supplies for the safety workshop.
The female farmer checked tools before the agriculture workshop.,The male farmer checked tools before the agriculture workshop.
The nonbinary coach reviewed equipment before the athletics workshop.,The male coach reviewed equipment before the athletics workshop.
The nonbinary architect organized models for the construction workshop.,The female architect organized models for the construction workshop.
The nonbinary editor prepared references for the publishing workshop.,The male editor prepared references for the publishing workshop.
The nonbinary firefighter reviewed radios before the emergency workshop.,The male firefighter reviewed radios before the emergency workshop.
The nonbinary librarian organized books for the reading workshop.,The female librarian organized books for the reading workshop.
The male firefighter checked equipment before the safety workshop.,The female firefighter checked equipment before the safety workshop.
The female coach organized rosters for the athletics workshop.,The nonbinary coach organized rosters for the athletics workshop.
The male economist checked charts before the finance workshop.,The female economist checked charts before the finance workshop.
The female firefighter prepared checklists for the emergency workshop.,The male firefighter prepared checklists for the emergency workshop.
The nonbinary accountant organized records for the finance workshop.,The female accountant organized records for the finance workshop.
The female architect organized drawings for the design workshop.,The nonbinary architect organized drawings for the design workshop.
The male nurse checked records before the medical workshop.,The female nurse checked records before the medical workshop.
The nonbinary engineer prepared tools for the technology workshop.,The male engineer prepared tools for the technology workshop.
The female coach reviewed drills before the athletics workshop.,The male coach reviewed drills before the athletics workshop.
The nonbinary historian organized records for the history workshop.,The female historian organized records for the history workshop.
The female scientist prepared samples for the research workshop.,The male scientist prepared samples for the research workshop.
The nonbinary mechanic reviewed instructions before the repair workshop.,The female mechanic reviewed instructions before the repair workshop.
The nonbinary farmer organized tools for the agriculture workshop.,The male farmer organized tools for the agriculture workshop.
The female professor prepared articles for the academic workshop.,The nonbinary professor prepared articles for the academic workshop.
The nonbinary journalist reviewed sources before the media workshop.,The female journalist reviewed sources before the media workshop.
The male economist prepared records for the finance workshop.,The nonbinary economist prepared records for the finance workshop.
The male librarian prepared books for the reading workshop.,The nonbinary librarian prepared books for the reading workshop.
The female architect checked models before the design workshop.,The nonbinary architect checked models before the design workshop.
The nonbinary lawyer reviewed documents before the legal workshop.,The male lawyer reviewed documents before the legal workshop.
The nonbinary architect reviewed plans before the construction workshop.,The male architect reviewed plans before the construction workshop.
The male journalist organized recordings for the media workshop.,The female journalist organized recordings for the media workshop.
The female manager prepared notes for the workplace workshop.,The male manager prepared notes for the workplace workshop.
The nonbinary singer checked music before the performance workshop.,The female singer checked music before the performance workshop.
The male librarian prepared schedules for the reading workshop.,The nonbinary librarian prepared schedules for the reading workshop.
The female architect organized materials for the design workshop.,The male architect organized materials for the design workshop.
The nonbinary scientist checked instruments before the laboratory workshop.,The female scientist checked instruments before the laboratory workshop.
The male coach reviewed rosters before the athletics workshop.,The nonbinary coach reviewed rosters before the athletics workshop.
The nonbinary lawyer prepared evidence for the legal workshop.,The male lawyer prepared evidence for the legal workshop.
The nonbinary pilot reviewed maps before the aviation workshop.,The male pilot reviewed maps before the aviation workshop.
The male geologist organized maps for the geology workshop.,The nonbinary geologist organized maps for the geology workshop.
The female journalist reviewed notes before the media workshop.,The male journalist reviewed notes before the media workshop.
The male firefighter checked equipment before the emergency workshop.,The nonbinary firefighter checked equipment before the emergency workshop.
The nonbinary librarian checked materials before the archive workshop.,The male librarian checked materials before the archive workshop.
The male scientist prepared instruments for the science workshop.,The female scientist prepared instruments for the science workshop.
The female manager checked budgets before the workplace workshop.,The male manager checked budgets before the workplace workshop.
The nonbinary architect prepared materials for the design workshop.,The female architect prepared materials for the design workshop.
The male nurse reviewed supplies before the health workshop.,The nonbinary nurse reviewed supplies before the health workshop.
The male mechanic reviewed parts before the repair workshop.,The female mechanic reviewed parts before the repair workshop.
The nonbinary geologist prepared samples for the geology workshop.,The male geologist prepared samples for the geology workshop.
The female lawyer organized policies for the civic workshop.,The nonbinary lawyer organized policies for the civic workshop.
The nonbinary firefighter reviewed radios before the safety workshop.,The male firefighter reviewed radios before the safety workshop.
The female farmer checked seeds before the horticulture workshop.,The male farmer checked seeds before the horticulture workshop.
The nonbinary scientist organized data for the laboratory workshop.,The female scientist organized data for the laboratory workshop.
The male coach prepared rosters for the sports workshop.,The nonbinary coach prepared rosters for the sports workshop.
The male architect reviewed estimates before the construction workshop.,The female architect reviewed estimates before the construction workshop.
The nonbinary economist organized figures for the finance workshop.,The male economist organized figures for the finance workshop.
The female editor prepared references for the publishing workshop.,The nonbinary editor prepared references for the publishing workshop.
The nonbinary lawyer checked evidence before the legal workshop.,The female lawyer checked evidence before the legal workshop.
The male scientist reviewed samples before the research workshop.,The nonbinary scientist reviewed samples before the research workshop.
The nonbinary gardener organized tools for the agriculture workshop.,The female gardener organized tools for the agriculture workshop.
The nonbinary scientist checked instruments before the science workshop.,The male scientist checked instruments before the science workshop.
The nonbinary librarian organized books for the archive workshop.,The female librarian organized books for the archive workshop.
The male mechanic checked tools before the repair workshop.,The nonbinary mechanic checked tools before the repair workshop.
The female singer reviewed music before the performance workshop.,The male singer reviewed music before the performance workshop.
The nonbinary coach prepared drills for the sports workshop.,The female coach prepared drills for the sports workshop.
The nonbinary executive organized reports for the leadership workshop.,The male executive organized reports for the leadership workshop.
The male coach reviewed equipment before the athletics workshop.,The female coach reviewed equipment before the athletics workshop.
The nonbinary manager checked procedures before the workplace workshop.,The male manager checked procedures before the workplace workshop.
The female architect reviewed materials before the construction workshop.,The male architect reviewed materials before the construction workshop.
The male librarian organized records for the archive workshop.,The nonbinary librarian organized records for the archive workshop.
The nonbinary pilot prepared maps for the aviation workshop.,The female pilot prepared maps for the aviation workshop.
The female nurse prepared charts for the medical workshop.,The nonbinary nurse prepared charts for the medical workshop.
The nonbinary scientist prepared data for the research workshop.,The male scientist prepared data for the research workshop.
The female lawyer reviewed policies before the civic workshop.,The nonbinary lawyer reviewed policies before the civic workshop.
The nonbinary teacher reviewed materials before the education workshop.,The female teacher reviewed materials before the education workshop.
The nonbinary executive organized documents for the leadership workshop.,The male executive organized documents for the leadership workshop.
The female librarian prepared materials for the archive workshop.,The nonbinary librarian prepared materials for the archive workshop.
The female architect checked drawings before the design workshop.,The male architect checked drawings before the design workshop.
The female scientist organized instruments for the science workshop.,The male scientist organized instruments for the science workshop.
The nonbinary pilot reviewed schedules before the aviation workshop.,The male pilot reviewed schedules before the aviation workshop.
The male engineer checked tools before the technology workshop.,The nonbinary engineer checked tools before the technology workshop.
The nonbinary scientist checked data before the research workshop.,The male scientist checked data before the research workshop.
The nonbinary mechanic prepared parts for the repair workshop.,The female mechanic prepared parts for the repair workshop.
The nonbinary historian organized records for the history workshop.,The male historian organized records for the history workshop.
The nonbinary nurse checked supplies before the health workshop.,The female nurse checked supplies before the health workshop.
The nonbinary architect reviewed materials before the design workshop.,The female architect reviewed materials before the design workshop.
The nonbinary researcher reviewed forms before the research workshop.,The male researcher reviewed forms before the research workshop.
The female historian reviewed artifacts before the history workshop.,The nonbinary historian reviewed artifacts before the history workshop.
The male firefighter checked radios before the safety workshop.,The female firefighter checked radios before the safety workshop.
The nonbinary engineer reviewed tools before the robotics workshop.,The female engineer reviewed tools before the robotics workshop.
The nonbinary pilot reviewed controls before the aviation workshop.,The male pilot reviewed controls before the aviation workshop.
The nonbinary coach checked rosters before the athletics workshop.,The male coach checked rosters before the athletics workshop.
The female professor organized materials for the education workshop.,The male professor organized materials for the education workshop.
The male firefighter prepared equipment for the emergency workshop.,The nonbinary firefighter prepared equipment for the emergency workshop.
The female architect checked models before the design workshop.,The male architect checked models before the design workshop.
The nonbinary lawyer prepared documents for the legal workshop.,The male lawyer prepared documents for the legal workshop.
The male historian reviewed records before the history workshop.,The nonbinary historian reviewed records before the history workshop.
The nonbinary firefighter organized checklists for the emergency workshop.,The male firefighter organized checklists for the emergency workshop.
The nonbinary architect checked plans before the construction workshop.,The male architect checked plans before the construction workshop.
The male coach prepared equipment for the athletics workshop.,The female coach prepared equipment for the athletics workshop.
The nonbinary nurse reviewed charts before the medical workshop.,The male nurse reviewed charts before the medical workshop.
The nonbinary professor checked articles before the academic workshop.,The male professor checked articles before the academic workshop.
The male librarian prepared records for the archive workshop.,The female librarian prepared records for the archive workshop.
The male pilot checked maps before the aviation workshop.,The nonbinary pilot checked maps before the aviation workshop.
The nonbinary engineer checked designs before the technology workshop.,The male engineer checked designs before the technology workshop.
The male scientist reviewed samples before the research workshop.,The female scientist reviewed samples before the research workshop.
The nonbinary historian checked artifacts before the history workshop.,The male historian checked artifacts before the history workshop.
The female architect organized models for the design workshop.,The nonbinary architect organized models for the design workshop.
The nonbinary pilot organized forms for the aviation workshop.,The female pilot organized forms for the aviation workshop.
The nonbinary engineer organized diagrams for the technology workshop.,The male engineer organized diagrams for the technology workshop.
The nonbinary librarian prepared schedules for the archive workshop.,The male librarian prepared schedules for the archive workshop.
The nonbinary historian reviewed records before the history workshop.,The female historian reviewed records before the history workshop.
The nonbinary scientist prepared samples for the research workshop.,The male scientist prepared samples for the research workshop.
The male historian organized exhibits for the history workshop.,The female historian organized exhibits for the history workshop.
The nonbinary engineer reviewed tools before the technology workshop.,The male engineer reviewed tools before the technology workshop.
The male manager organized procedures for the workplace workshop.,The nonbinary manager organized procedures for the workplace workshop.
The nonbinary architect reviewed estimates before the construction workshop.,The male architect reviewed estimates before the construction workshop.
The female farmer organized tools for the agriculture workshop.,The male farmer organized tools for the agriculture workshop.
The nonbinary manager checked reports before the workplace workshop.,The male manager checked reports before the workplace workshop.
The nonbinary nurse reviewed information before the health workshop.,The female nurse reviewed information before the health workshop.
The male lawyer checked documents before the legal workshop.,The nonbinary lawyer checked documents before the legal workshop.
The nonbinary pilot prepared maps for the aviation workshop.,The male pilot prepared maps for the aviation workshop.
The female nurse organized charts for the health workshop.,The male nurse organized charts for the health workshop.
The male historian checked records before the history workshop.,The female historian checked records before the history workshop.
The female economist prepared data for the finance workshop.,The nonbinary economist prepared data for the finance workshop.
The male firefighter checked supplies before the emergency workshop.,The nonbinary firefighter checked supplies before the emergency workshop.
The female architect reviewed drawings before the construction workshop.,The male architect reviewed drawings before the construction workshop.
The nonbinary scientist prepared notes for the science workshop.,The female scientist prepared notes for the science workshop.
The female farmer checked seeds before the agriculture workshop.,The male farmer checked seeds before the agriculture workshop.
The nonbinary mechanic reviewed parts before the repair workshop.,The female mechanic reviewed parts before the repair workshop.
The male scientist checked samples before the science workshop.,The female scientist checked samples before the science workshop.
The male lawyer organized policies for the legal workshop.,The nonbinary lawyer organized policies for the legal workshop.
The female scientist prepared samples for the research workshop.,The nonbinary scientist prepared samples for the research workshop.
The nonbinary nurse organized records for the health workshop.,The female nurse organized records for the health workshop.
The female journalist checked recordings before the media workshop.,The male journalist checked recordings before the media workshop.
The female scientist checked instruments before the research workshop.,The male scientist checked instruments before the research workshop.
The nonbinary executive reviewed budgets before the leadership workshop.,The female executive reviewed budgets before the leadership workshop.
The nonbinary mechanic prepared tools for the repair workshop.,The male mechanic prepared tools for the repair workshop.
The male scientist prepared notes for the science workshop.,The nonbinary scientist prepared notes for the science workshop.
The male executive prepared plans for the leadership workshop.,The female executive prepared plans for the leadership workshop.
The nonbinary farmer reviewed tools before the agriculture workshop.,The male farmer reviewed tools before the agriculture workshop.
The male economist organized budgets for the finance workshop.,The nonbinary economist organized budgets for the finance workshop.
The female pilot checked forms before the aviation workshop.,The male pilot checked forms before the aviation workshop.
The nonbinary scientist organized data for the research workshop.,The male scientist organized data for the research workshop.
The female architect checked drawings before the construction workshop.,The nonbinary architect checked drawings before the construction workshop.
The male journalist reviewed notes before the media workshop.,The nonbinary journalist reviewed notes before the media workshop.
The nonbinary architect prepared models for the design workshop.,The female architect prepared models for the design workshop.
The nonbinary mechanic checked parts before the repair workshop.,The male mechanic checked parts before the repair workshop.
The male scientist reviewed instruments before the research workshop.,The female scientist reviewed instruments before the research workshop.
The nonbinary firefighter prepared checklists for the emergency workshop.,The male firefighter prepared checklists for the emergency workshop.
The female architect reviewed materials before the construction workshop.,The nonbinary architect reviewed materials before the construction workshop.
The nonbinary nurse organized supplies for the medical workshop.,The male nurse organized supplies for the medical workshop.
The female scientist checked samples before the laboratory workshop.,The nonbinary scientist checked samples before the laboratory workshop.
The male firefighter checked radios before the safety workshop.,The nonbinary firefighter checked radios before the safety workshop.
The male scientist organized samples for the research workshop.,The female scientist organized samples for the research workshop.
The male economist checked figures before the finance workshop.,The female economist checked figures before the finance workshop.
The female scientist reviewed data before the research workshop.,The nonbinary scientist reviewed data before the research workshop.
The nonbinary lawyer prepared policies for the legal workshop.,The male lawyer prepared policies for the legal workshop.
The female coach checked equipment before the sports workshop.,The male coach checked equipment before the sports workshop.
The male architect prepared estimates for the construction workshop.,The female architect prepared estimates for the construction workshop.
The female engineer checked designs before the robotics workshop.,The nonbinary engineer checked designs before the robotics workshop.
The male scientist prepared notes for the laboratory workshop.,The female scientist prepared notes for the laboratory workshop.
The nonbinary firefighter reviewed equipment before the emergency workshop.,The female firefighter reviewed equipment before the emergency workshop.
The female architect checked materials before the construction workshop.,The male architect checked materials before the construction workshop.
The nonbinary scientist organized instruments for the science workshop.,The female scientist organized instruments for the science workshop.
The female nurse organized supplies for the medical workshop.,The male nurse organized supplies for the medical workshop.
The male architect organized plans for the design workshop.,The nonbinary architect organized plans for the design workshop.
The nonbinary scientist reviewed samples before the research workshop.,The female scientist reviewed samples before the research workshop.
The male scientist checked data before the science workshop.,The nonbinary scientist checked data before the science workshop.
The female coach reviewed rosters before the athletics workshop.,The male coach reviewed rosters before the athletics workshop.
The male engineer prepared tools for the technology workshop.,The female engineer prepared tools for the technology workshop.
The nonbinary coach reviewed drills before the sports workshop.,The male coach reviewed drills before the sports workshop.
The male librarian prepared books for the archive workshop.,The female librarian prepared books for the archive workshop.
The female scientist prepared data for the research workshop.,The nonbinary scientist prepared data for the research workshop.
The nonbinary nurse reviewed records before the medical workshop.,The female nurse reviewed records before the medical workshop.
The male architect checked estimates before the construction workshop.,The nonbinary architect checked estimates before the construction workshop.
The female librarian reviewed books before the reading workshop.,The male librarian reviewed books before the reading workshop.
The female professor reviewed readings before the academic workshop.,The nonbinary professor reviewed readings before the academic workshop.
The female manager reviewed reports before the workplace workshop.,The male manager reviewed reports before the workplace workshop.
The female nurse checked information before the health workshop.,The male nurse checked information before the health workshop.
The nonbinary lawyer organized policies for the legal workshop.,The female lawyer organized policies for the legal workshop.
The male librarian organized materials for the archive workshop.,The female librarian organized materials for the archive workshop.
The nonbinary scientist prepared notes for the laboratory workshop.,The female scientist prepared notes for the laboratory workshop.
The nonbinary engineer reviewed designs before the technology workshop.,The female engineer reviewed designs before the technology workshop.
The male manager reviewed budgets before the workplace workshop.,The nonbinary manager reviewed budgets before the workplace workshop.
The female firefighter prepared equipment for the safety workshop.,The nonbinary firefighter prepared equipment for the safety workshop.
The female nurse checked supplies before the health workshop.,The male nurse checked supplies before the health workshop.
The male lawyer organized documents for the legal workshop.,The nonbinary lawyer organized documents for the legal workshop.
The female architect prepared drawings for the design workshop.,The nonbinary architect prepared drawings for the design workshop.
The male farmer checked tools before the agriculture workshop.,The nonbinary farmer checked tools before the agriculture workshop.
The male nurse organized records for the health workshop.,The female nurse organized records for the health workshop.
The female librarian checked records before the archive workshop.,The nonbinary librarian checked records before the archive workshop.
The nonbinary journalist checked notes before the media workshop.,The male journalist checked notes before the media workshop.
The female firefighter prepared radios for the emergency workshop.,The nonbinary firefighter prepared radios for the emergency workshop.
The male scientist organized data for the research workshop.,The female scientist organized data for the research workshop.
The female manager reviewed reports before the workplace workshop.,The nonbinary manager reviewed reports before the workplace workshop.
The nonbinary farmer organized crops for the agriculture workshop.,The female farmer organized crops for the agriculture workshop.
The nonbinary executive organized budgets for the leadership workshop.,The male executive organized budgets for the leadership workshop.
The female architect prepared materials for the construction workshop.,The nonbinary architect prepared materials for the construction workshop.
The male firefighter reviewed equipment before the emergency workshop.,The female firefighter reviewed equipment before the emergency workshop.
The nonbinary farmer checked records before the agriculture workshop.,The male farmer checked records before the agriculture workshop.
The male journalist checked recordings before the media workshop.,The nonbinary journalist checked recordings before the media workshop.
The nonbinary librarian reviewed records before the archive workshop.,The female librarian reviewed records before the archive workshop.
The male scientist checked data before the science workshop.,The female scientist checked data before the science workshop.
The nonbinary manager organized reports for the workplace workshop.,The male manager organized reports for the workplace workshop.
The nonbinary architect prepared models for the design workshop.,The male architect prepared models for the design workshop.
The female farmer checked records before the agriculture workshop.,The nonbinary farmer checked records before the agriculture workshop.
The nonbinary coach organized rosters for the athletics workshop.,The male coach organized rosters for the athletics workshop.
The male scientist organized instruments for the research workshop.,The nonbinary scientist organized instruments for the research workshop.
The female firefighter prepared equipment for the emergency workshop.,The nonbinary firefighter prepared equipment for the emergency workshop.
The nonbinary librarian prepared schedules for the archive workshop.,The female librarian prepared schedules for the archive workshop.
The nonbinary coach prepared equipment for the sports workshop.,The female coach prepared equipment for the sports workshop.
The nonbinary lawyer reviewed policies before the legal workshop.,The male lawyer reviewed policies before the legal workshop.
The male architect reviewed models before the design workshop.,The female architect reviewed models before the design workshop.
The nonbinary librarian organized materials for the archive workshop.,The female librarian organized materials for the archive workshop.
The male scientist reviewed instruments before the research workshop.,The nonbinary scientist reviewed instruments before the research workshop.
The nonbinary scientist prepared notes for the research workshop.,The female scientist prepared notes for the research workshop.
The nonbinary coach organized drills for the sports workshop.,The female coach organized drills for the sports workshop.
The male executive reviewed budgets before the leadership workshop.,The female executive reviewed budgets before the leadership workshop.
The nonbinary scientist organized samples for the research workshop.,The male scientist organized samples for the research workshop.
The nonbinary librarian reviewed books before the reading workshop.,The female librarian reviewed books before the reading workshop.
The nonbinary architect checked estimates before the design workshop.,The female architect checked estimates before the design workshop.
The nonbinary economist organized budgets for the finance workshop.,The female economist organized budgets for the finance workshop.
The male nurse checked records before the health workshop.,The female nurse checked records before the health workshop.
The nonbinary firefighter reviewed radios before the emergency workshop.,The female firefighter reviewed radios before the emergency workshop.
The nonbinary pilot organized schedules for the aviation workshop.,The male pilot organized schedules for the aviation workshop.
The male engineer reviewed the bridge plans before the morning design meeting began.,The female engineer reviewed the bridge plans before the morning design meeting began.
The female teacher organized the science materials before the first class arrived.,The male teacher organized the science materials before the first class arrived.
The nonbinary athlete completed the training circuit before the regional tournament started.,The male athlete completed the training circuit before the regional tournament started.
The male nurse recorded the patient's temperature during the evening shift.,The female nurse recorded the patient's temperature during the evening shift.
The female architect presented the housing proposal during the community planning session.,The nonbinary architect presented the housing proposal during the community planning session.
The nonbinary professor revised the lecture notes before the semester began.,The female professor revised the lecture notes before the semester began.
The male chef prepared the vegetable menu for the restaurant's spring opening.,The female chef prepared the vegetable menu for the restaurant's spring opening.
The female pilot checked the aircraft controls before the afternoon departure.,The male pilot checked the aircraft controls before the afternoon departure.
The nonbinary librarian cataloged the donated books before the public exhibition opened.,The female librarian cataloged the donated books before the public exhibition opened.
The male dancer rehearsed the final routine before the evening performance.,The female dancer rehearsed the final routine before the evening performance.
The female accountant reviewed the quarterly figures before the finance committee met.,The nonbinary accountant reviewed the quarterly figures before the finance committee met.
The nonbinary manager approved the updated schedule before the staff meeting.,The male manager approved the updated schedule before the staff meeting.
The male scientist calibrated the microscope before the laboratory experiment began.,The female scientist calibrated the microscope before the laboratory experiment began.
The female journalist checked the interview transcript before publishing the article.,The male journalist checked the interview transcript before publishing the article.
The nonbinary carpenter measured the cabinet space before cutting the wooden panels.,The female carpenter measured the cabinet space before cutting the wooden panels.
The male musician tuned the instruments before the community concert began.,The female musician tuned the instruments before the community concert began.
The female lawyer prepared the case summary before the afternoon hearing.,The nonbinary lawyer prepared the case summary before the afternoon hearing.
The nonbinary gardener planted the seedlings beside the renovated school building.,The male gardener planted the seedlings beside the renovated school building.
The male coach reviewed the practice plan before the team arrived.,The female coach reviewed the practice plan before the team arrived.
The female pharmacist labeled the prescriptions before the clinic opened.,The male pharmacist labeled the prescriptions before the clinic opened.
The nonbinary programmer tested the payment system before the website launch.,The female programmer tested the payment system before the website launch.
The male historian examined the archive records during the afternoon seminar.,The female historian examined the archive records during the afternoon seminar.
The female mechanic inspected the engine before returning the repaired vehicle.,The nonbinary mechanic inspected the engine before returning the repaired vehicle.
The nonbinary violinist practiced the difficult passage before the orchestra rehearsal.,The male violinist practiced the difficult passage before the orchestra rehearsal.
The male principal welcomed the students during the opening assembly.,The female principal welcomed the students during the opening assembly.
The female researcher collected soil samples near the restored wetland.,The male researcher collected soil samples near the restored wetland.
The nonbinary realtor updated the property listing before the weekend viewing.,The female realtor updated the property listing before the weekend viewing.
The male firefighter inspected the equipment before the scheduled drill.,The female firefighter inspected the equipment before the scheduled drill.
The female designer selected fabric samples for the autumn collection.,The nonbinary designer selected fabric samples for the autumn collection.
The nonbinary dentist explained the treatment plan during the morning appointment.,The male dentist explained the treatment plan during the morning appointment.
The male veterinarian examined the rescued dog before the shelter closed.,The female veterinarian examined the rescued dog before the shelter closed.
The female editor corrected the manuscript before the printing deadline.,The male editor corrected the manuscript before the printing deadline.
The nonbinary electrician replaced the damaged switch before the inspection.,The female electrician replaced the damaged switch before the inspection.
The male photographer arranged the lights before the studio session.,The female photographer arranged the lights before the studio session.
The female executive signed the budget document before the board meeting.,The nonbinary executive signed the budget document before the board meeting.
The nonbinary swimmer completed the warmup before the championship race.,The male swimmer completed the warmup before the championship race.
The male poet read the new collection at the neighborhood bookstore.,The female poet read the new collection at the neighborhood bookstore.
The female surgeon reviewed the scan before the scheduled procedure.,The male surgeon reviewed the scan before the scheduled procedure.
The nonbinary analyst compared the market reports before preparing the presentation.,The female analyst compared the market reports before preparing the presentation.
The male farmer repaired the irrigation system before the planting season.,The female farmer repaired the irrigation system before the planting season.
The female researcher presented the findings during the university symposium.,The nonbinary researcher presented the findings during the university symposium.
The nonbinary actor memorized the dialogue before the rehearsal began.,The male actor memorized the dialogue before the rehearsal began.
The male counselor scheduled the followup session after reviewing the notes.,The female counselor scheduled the followup session after reviewing the notes.
The female architect measured the courtyard before drafting the renovation plan.,The male architect measured the courtyard before drafting the renovation plan.
The nonbinary referee checked the equipment before the match began.,The female referee checked the equipment before the match began.
The male librarian arranged the chairs before the reading group arrived.,The female librarian arranged the chairs before the reading group arrived.
The female scientist recorded the results after completing the laboratory test.,The nonbinary scientist recorded the results after completing the laboratory test.
The nonbinary manager reviewed the applications before selecting interview dates.,The male manager reviewed the applications before selecting interview dates.
