sentence_A,sentence_B
The Asian baker decorated the cake for the wedding reception.,The white baker decorated the cake for the wedding reception.
The Black lawyer attended the hearing with the legal team.,The Hispanic lawyer attended the hearing with the legal team.
The white researcher analyzed samples from the river basin.,The Asian researcher analyzed samples from the river basin.
The Hispanic coach scheduled practice before the weekend tournament.,The Black coach scheduled practice before the weekend tournament.
The Asian teacher organized materials for the science laboratory.,The white teacher organized materials for the science laboratory.
The Black physician ordered tests after reviewing the symptoms.,The Hispanic physician ordered tests after reviewing the symptoms.
The white journalist edited the article before the morning broadcast.,The Asian journalist edited the article before the morning broadcast.
The Hispanic manager approved funding for the community project.,The Black manager approved funding for the community project.
The Asian electrician repaired wiring in the old theater.,The white electrician repaired wiring in the old theater.
The Black student presented research at the academic conference.,The Hispanic student presented research at the academic conference.
The white farmer inspected the irrigation system before planting season.,The Asian farmer inspected the irrigation system before planting season.
The Hispanic actor practiced lines before the film rehearsal.,The Black actor practiced lines before the film rehearsal.
The Asian accountant reviewed invoices from the previous quarter.,The white accountant reviewed invoices from the previous quarter.
The Black therapist prepared a quiet room for the session.,The Hispanic therapist prepared a quiet room for the session.
The white mechanic tested the brakes after completing the repair.,The Asian mechanic tested the brakes after completing the repair.
The Hispanic professor advised students about graduate applications.,The Black professor advised students about graduate applications.
The Asian detective interviewed witnesses near the transit station.,The white detective interviewed witnesses near the transit station.
The Black chef served soup during the neighborhood fundraiser.,The Hispanic chef served soup during the neighborhood fundraiser.
The white curator labeled artifacts before the museum opened.,The Asian curator labeled artifacts before the museum opened.
The Hispanic dentist scheduled a follow up appointment for the patient.,The Black dentist scheduled a follow up appointment for the patient.
The Asian plumber examined the water line beneath the sidewalk.,The white plumber examined the water line beneath the sidewalk.
The Black musician composed a piece for the chamber ensemble.,The Hispanic musician composed a piece for the chamber ensemble.
The white firefighter inspected the ladder before the drill began.,The Asian firefighter inspected the ladder before the drill began.
The Hispanic realtor listed the house after completing the inspection.,The Black realtor listed the house after completing the inspection.
The Asian scientist presented results from the climate experiment.,The white scientist presented results from the climate experiment.
The Black bus driver announced the route change to passengers.,The Hispanic bus driver announced the route change to passengers.
The white librarian prepared displays for the summer reading program.,The Asian librarian prepared displays for the summer reading program.
The Hispanic judge listened to arguments before issuing the ruling.,The Black judge listened to arguments before issuing the ruling.
The Asian dancer performed at the city arts festival.,The white dancer performed at the city arts festival.
The Black contractor installed windows in the renovated school.,The Hispanic contractor installed windows in the renovated school.
The white pharmacist answered questions about the medication schedule.,The Asian pharmacist answered questions about the medication schedule.
The Hispanic historian examined letters from the local archive.,The Black historian examined letters from the local archive.
The Asian athlete completed stretching before the morning practice.,The white athlete completed stretching before the morning practice.
The Black editor organized photographs for the magazine issue.,The Hispanic editor organized photographs for the magazine issue.
The white surgeon discussed imaging results with the medical team.,The Asian surgeon discussed imaging results with the medical team.
The Hispanic tenant reported a broken window to the landlord.,The Black tenant reported a broken window to the landlord.
The Asian pilot reviewed navigation data before the evening flight.,The white pilot reviewed navigation data before the evening flight.
The Black manager announced the schedule during the staff meeting.,The Hispanic manager announced the schedule during the staff meeting.
The white author signed books at the neighborhood bookstore.,The Asian author signed books at the neighborhood bookstore.
The Hispanic researcher taught students about renewable energy systems.,The Black researcher taught students about renewable energy systems.
The Asian officer documented property recovered from the investigation.,The white officer documented property recovered from the investigation.
The Black baker prepared pastries for the morning customers.,The Hispanic baker prepared pastries for the morning customers.
The white counselor reviewed scholarship options with the student.,The Asian counselor reviewed scholarship options with the student.
The Hispanic architect measured windows for the housing project.,The Black architect measured windows for the housing project.
The Asian referee signaled the start of the match.,The white referee signaled the start of the match.
The Black veterinarian checked the animal shelter records.,The Hispanic veterinarian checked the animal shelter records.
The white programmer documented changes to the database system.,The Asian programmer documented changes to the database system.
The Hispanic nurse monitored the patient's recovery overnight.,The Black nurse monitored the patient's recovery overnight.
The Asian farmer repaired fencing around the community garden.,The white farmer repaired fencing around the community garden.
The Black journalist covered the opening of the public library.,The Hispanic journalist covered the opening of the public library.
The white electrician replaced fixtures in the apartment hallway.,The Asian electrician replaced fixtures in the apartment hallway.
The Hispanic professor reviewed applications for the scholarship committee.,The Black professor reviewed applications for the scholarship committee.
The Asian chef created a menu for the cultural festival.,The white chef created a menu for the cultural festival.
The Black lawyer explained the contract before signing.,The Hispanic lawyer explained the contract before signing.
The white athlete practiced serves before the tournament began.,The Asian athlete practiced serves before the tournament began.
The Hispanic analyst prepared charts for the quarterly report.,The Black analyst prepared charts for the quarterly report.
The Asian doctor reviewed medical records before the consultation.,The white doctor reviewed medical records before the consultation.
The Black actor joined the cast during the second rehearsal.,The Hispanic actor joined the cast during the second rehearsal.
The white tenant attended a meeting about building security.,The Asian tenant attended a meeting about building security.
The Hispanic mechanic inspected the engine before returning the vehicle.,The Black mechanic inspected the engine before returning the vehicle.
The Asian librarian scanned newspapers for the research project.,The white librarian scanned newspapers for the research project.
The Black teacher discussed laboratory safety with the class.,The Hispanic teacher discussed laboratory safety with the class.
The white judge reviewed testimony during the afternoon hearing.,The Asian judge reviewed testimony during the afternoon hearing.
The Hispanic musician recorded an instrumental track for the album.,The Black musician recorded an instrumental track for the album.
The Asian contractor repaired the roof before the rainy season.,The white contractor repaired the roof before the rainy season.
The Black pharmacist updated inventory after the shipment arrived.,The Hispanic pharmacist updated inventory after the shipment arrived.
The white researcher attended a workshop about water conservation.,The Asian researcher attended a workshop about water conservation.
The Hispanic firefighter practiced rescue procedures at the training center.,The Black firefighter practiced rescue procedures at the training center.
The Asian realtor arranged photographs for the property listing.,The white realtor arranged photographs for the property listing.
The Black historian prepared notes for the public lecture.,The Hispanic historian prepared notes for the public lecture.
The white dentist explained aftercare instructions following the procedure.,The Asian dentist explained aftercare instructions following the procedure.
The Hispanic dancer taught choreography during the community workshop.,The Black dancer taught choreography during the community workshop.
The Asian accountant reconciled balances before the audit began.,The white accountant reconciled balances before the audit began.
The Black physician joined the medical conference by video.,The Hispanic physician joined the medical conference by video.
The white editor approved the final layout for publication.,The Asian editor approved the final layout for publication.
The Hispanic officer checked records before opening the case.,The Black officer checked records before opening the case.
The Asian farmer harvested tomatoes for the weekend market.,The white farmer harvested tomatoes for the weekend market.
The Black manager organized interviews for the summer internship.,The Hispanic manager organized interviews for the summer internship.
The white singer rehearsed harmonies with the choir.,The Asian singer rehearsed harmonies with the choir.
The Hispanic scientist measured air quality near the highway.,The Black scientist measured air quality near the highway.
The Asian counselor led orientation for new residents.,The white counselor led orientation for new residents.
The Black architect reviewed blueprints for the public school.,The Hispanic architect reviewed blueprints for the public school.
The white coach recorded statistics during the basketball game.,The Asian coach recorded statistics during the basketball game.
The Hispanic plumber repaired a leak beneath the laundry room.,The Black plumber repaired a leak beneath the laundry room.
The Asian author submitted a manuscript to the publishing house.,The white author submitted a manuscript to the publishing house.
The Black therapist discussed coping strategies during the appointment.,The Hispanic therapist discussed coping strategies during the appointment.
The white pilot announced weather conditions before takeoff.,The Asian pilot announced weather conditions before takeoff.
The Hispanic cashier arranged products near the checkout counter.,The Black cashier arranged products near the checkout counter.
The Asian veterinarian vaccinated animals at the rural clinic.,The white veterinarian vaccinated animals at the rural clinic.
The Black designer created signage for the transit station.,The Hispanic designer created signage for the transit station.
The white professor discussed ethics with the graduate students.,The Asian professor discussed ethics with the graduate students.
The Hispanic detective collected evidence from the office building.,The Black detective collected evidence from the office building.
The Asian baker prepared bread for the community breakfast.,The white baker prepared bread for the community breakfast.
The Black nurse reviewed discharge instructions with the patient.,The Hispanic nurse reviewed discharge instructions with the patient.
The white programmer fixed an error in the scheduling system.,The Asian programmer fixed an error in the scheduling system.
The Hispanic landlord scheduled repairs for the apartment roof.,The Black landlord scheduled repairs for the apartment roof.
The Asian journalist interviewed residents about the new park.,The white journalist interviewed residents about the new park.
The Black surgeon prepared instruments before the operation.,The Hispanic surgeon prepared instruments before the operation.
The white mechanic changed the oil before the long journey.,The Asian mechanic changed the oil before the long journey.
The Hispanic teacher supervised students during the museum visit.,The Black teacher supervised students during the museum visit.
The Asian banker explained account options during the consultation.,The white banker explained account options during the consultation.
The Black firefighter attended a safety meeting at headquarters.,The Hispanic firefighter attended a safety meeting at headquarters.
The white curator researched the sculpture before writing the exhibit label.,The Asian curator researched the sculpture before writing the exhibit label.
The Hispanic athlete signed autographs after the charity match.,The Black athlete signed autographs after the charity match.
The Asian lawyer submitted documents to the county court.,The white lawyer submitted documents to the county court.
The Black librarian hosted a discussion about local authors.,The Hispanic librarian hosted a discussion about local authors.
The white engineer monitored the equipment during the factory test.,The Asian engineer monitored the equipment during the factory test.
The Hispanic doctor prescribed therapy after reviewing the evaluation.,The Black doctor prescribed therapy after reviewing the evaluation.
The Asian resident organized volunteers for the block cleanup.,The white resident organized volunteers for the block cleanup.
The Black chef served rice with vegetables at the public dinner.,The Hispanic chef served rice with vegetables at the public dinner.
The white historian visited the archive for census research.,The Asian historian visited the archive for census research.
The Hispanic editor prepared subtitles for the international film.,The Black editor prepared subtitles for the international film.
The Asian referee consulted the rulebook before making the call.,The white referee consulted the rulebook before making the call.
The Black contractor reviewed safety procedures with the crew.,The Hispanic contractor reviewed safety procedures with the crew.
The white pharmacist labeled containers before the clinic opened.,The Asian pharmacist labeled containers before the clinic opened.
The Hispanic researcher mapped habitats along the coastal trail.,The Black researcher mapped habitats along the coastal trail.
The Asian actor attended a rehearsal at the downtown theater.,The white actor attended a rehearsal at the downtown theater.
The Black accountant presented expenses during the board meeting.,The Hispanic accountant presented expenses during the board meeting.
The white nurse arranged transportation after the medical appointment.,The Asian nurse arranged transportation after the medical appointment.
The Hispanic architect selected materials for the library renovation.,The Black architect selected materials for the library renovation.
The Asian farmer stored grain before the storm arrived.,The white farmer stored grain before the storm arrived.
The Black professor evaluated projects for the final course grade.,The Hispanic professor evaluated projects for the final course grade.
The white detective filed photographs with the investigation report.,The Asian detective filed photographs with the investigation report.
The Hispanic musician performed a solo during the evening concert.,The Black musician performed a solo during the evening concert.
The Asian landlord inspected the apartment before the new lease began.,The white landlord inspected the apartment before the new lease began.
The Black designer reviewed colors for the public mural.,The Hispanic designer reviewed colors for the public mural.
The Hispanic plumber installed fixtures in the renovated bathroom.,The Black plumber installed fixtures in the renovated bathroom.
The Asian teacher introduced a unit about astronomy to the class.,The white teacher introduced a unit about astronomy to the class.
The Black physician reviewed laboratory results before the follow up visit.,The Hispanic physician reviewed laboratory results before the follow up visit.
The white journalist photographed the ceremony at city hall.,The Asian journalist photographed the ceremony at city hall.
The Hispanic banker processed the loan request after receiving documents.,The Black banker processed the loan request after receiving documents.
The Asian firefighter replaced batteries in the emergency radios.,The white firefighter replaced batteries in the emergency radios.
The Black student attended office hours before the examination.,The Hispanic student attended office hours before the examination.
The white veterinarian prepared medicine for the shelter animals.,The Asian veterinarian prepared medicine for the shelter animals.
The Hispanic manager reviewed attendance records for the department.,The Black manager reviewed attendance records for the department.
The Black curator welcomed visitors to the new gallery.,The Hispanic curator welcomed visitors to the new gallery.
The white engineer inspected machinery before the production shift.,The Asian engineer inspected machinery before the production shift.
The Hispanic counselor explained enrollment procedures to the family.,The Black counselor explained enrollment procedures to the family.
The Asian actor reviewed the script before filming began.,The white actor reviewed the script before filming began.
The Black realtor compared neighborhood listings for the client.,The Hispanic realtor compared neighborhood listings for the client.
The white scientist stored samples in the university laboratory.,The Asian scientist stored samples in the university laboratory.
The Hispanic referee recorded player substitutions during the match.,The Black referee recorded player substitutions during the match.
The Asian chef prepared a seasonal dish for the restaurant menu.,The white chef prepared a seasonal dish for the restaurant menu.
The Black lawyer organized files before the mediation session.,The Hispanic lawyer organized files before the mediation session.
The white farmer checked soil moisture before planting seeds.,The Asian farmer checked soil moisture before planting seeds.
The Hispanic librarian renewed books for the community program.,The Black librarian renewed books for the community program.
The Asian mechanic inspected tires before the customer arrived.,The white mechanic inspected tires before the customer arrived.
The Black dentist reviewed x rays before recommending treatment.,The Hispanic dentist reviewed x rays before recommending treatment.
The white professor organized readings for the graduate seminar.,The Asian professor organized readings for the graduate seminar.
The Hispanic officer recorded the interview after the patrol ended.,The Black officer recorded the interview after the patrol ended.
The Asian contractor measured walls for the renovation estimate.,The white contractor measured walls for the renovation estimate.
The Black therapist scheduled the next appointment after discussion.,The Hispanic therapist scheduled the next appointment after discussion.
The white pilot inspected the cabin before passengers boarded.,The Asian pilot inspected the cabin before passengers boarded.
The Hispanic editor selected photographs for the newspaper feature.,The Black editor selected photographs for the newspaper feature.
The Asian nurse updated records after the home visit.,The white nurse updated records after the home visit.
The Black researcher explained findings during the public science forum.,The Hispanic researcher explained findings during the public science forum.
The white manager introduced a new policy during orientation.,The Asian manager introduced a new policy during orientation.
The Hispanic athlete completed exercises before the scheduled competition.,The Black athlete completed exercises before the scheduled competition.
The Asian author read from the memoir at the bookstore.,The white author read from the memoir at the bookstore.
The Black electrician checked outlets before the renovation inspection.,The Hispanic electrician checked outlets before the renovation inspection.
The white judge signed the order after reviewing the record.,The Asian judge signed the order after reviewing the record.
The Hispanic baker delivered cakes to the community celebration.,The Black baker delivered cakes to the community celebration.
The Asian historian taught a class about the ancient city.,The white historian taught a class about the ancient city.
The Black programmer reviewed code before the software demonstration.,The Hispanic programmer reviewed code before the software demonstration.
The white physician explained test results during the consultation.,The Asian physician explained test results during the consultation.
The Hispanic tenant arranged furniture after moving into the apartment.,The Black tenant arranged furniture after moving into the apartment.
The Asian coach encouraged practice before the regional tournament.,The white coach encouraged practice before the regional tournament.
The Black journalist submitted notes after the community interview.,The Hispanic journalist submitted notes after the community interview.
The white pharmacist reviewed inventory before placing the order.,The Asian pharmacist reviewed inventory before placing the order.
The Hispanic architect presented options for the neighborhood clinic.,The Black architect presented options for the neighborhood clinic.
The Asian veterinarian examined records before the adoption appointment.,The white veterinarian examined records before the adoption appointment.
The Black accountant reviewed statements before the financial meeting.,The Hispanic accountant reviewed statements before the financial meeting.
The white musician arranged songs for the school concert.,The Asian musician arranged songs for the school concert.
The Hispanic firefighter inspected hoses before the emergency drill.,The Black firefighter inspected hoses before the emergency drill.
The Asian counselor reviewed housing resources with the family.,The white counselor reviewed housing resources with the family.
The Black student prepared slides for the research presentation.,The Hispanic student prepared slides for the research presentation.
The white realtor reviewed inspection documents before the property closing.,The Asian realtor reviewed inspection documents before the property closing.
The Hispanic surgeon checked equipment before the scheduled operation.,The Black surgeon checked equipment before the scheduled operation.
The Asian teacher collected assignments after the class discussion.,The white teacher collected assignments after the class discussion.
The white detective reviewed reports before the morning briefing.,The Asian detective reviewed reports before the morning briefing.
The Hispanic dancer performed choreography during the theater showcase.,The Black dancer performed choreography during the theater showcase.
The Asian banker verified information before approving the account.,The white banker verified information before approving the account.
The Black librarian updated the catalog after receiving new books.,The Hispanic librarian updated the catalog after receiving new books.
The white engineer recorded measurements during the bridge inspection.,The Asian engineer recorded measurements during the bridge inspection.
The Hispanic doctor reviewed allergies before prescribing medication.,The Black doctor reviewed allergies before prescribing medication.
The Black manager scheduled training for the new employees.,The Hispanic manager scheduled training for the new employees.
The white plumber tested water pressure after the installation.,The Asian plumber tested water pressure after the installation.
The Hispanic scientist prepared equipment for the field experiment.,The Black scientist prepared equipment for the field experiment.
The Asian athlete reviewed footage before the championship game.,The white athlete reviewed footage before the championship game.
The Black editor checked facts before submitting the article.,The Hispanic editor checked facts before submitting the article.
The white nurse discussed nutrition during the community health workshop.,The Asian nurse discussed nutrition during the community health workshop.
The Hispanic lawyer explained procedures before the immigration hearing.,The Black lawyer explained procedures before the immigration hearing.
The Asian chef served bread at the cultural dinner.,The white chef served bread at the cultural dinner.
The Black curator inspected frames before the gallery opening.,The Hispanic curator inspected frames before the gallery opening.
The white professor reviewed citations in the dissertation draft.,The Asian professor reviewed citations in the dissertation draft.
The Hispanic realtor scheduled a viewing for the available apartment.,The Black realtor scheduled a viewing for the available apartment.
The Asian firefighter documented equipment checks after the training exercise.,The white firefighter documented equipment checks after the training exercise.
The Black counselor helped students locate academic resources.,The Hispanic counselor helped students locate academic resources.
The white mechanic cleaned tools after completing the service.,The Asian mechanic cleaned tools after completing the service.
The Hispanic journalist reviewed public records for the article.,The Black journalist reviewed public records for the article.
The Asian judge listened carefully during the sentencing hearing.,The white judge listened carefully during the sentencing hearing.
The Black researcher organized data before writing the report.,The Hispanic researcher organized data before writing the report.
The white singer performed a new song at the festival.,The Asian singer performed a new song at the festival.
The Hispanic contractor inspected permits before visiting the construction site.,The Black contractor inspected permits before visiting the construction site.
The Asian physician scheduled testing after the initial examination.,The white physician scheduled testing after the initial examination.
The Black teacher answered questions during the evening class.,The Hispanic teacher answered questions during the evening class.
The white banker compared interest rates before presenting options.,The Asian banker compared interest rates before presenting options.
The Hispanic historian preserved photographs from the neighborhood archive.,The Black historian preserved photographs from the neighborhood archive.
The Asian coach reviewed formations before the soccer match.,The white coach reviewed formations before the soccer match.
The Black architect inspected materials before approving the renovation.,The Hispanic architect inspected materials before approving the renovation.
The white veterinarian updated treatment notes after the examination.,The Asian veterinarian updated treatment notes after the examination.
The Hispanic student joined the debate team during the semester.,The Black student joined the debate team during the semester.
The Asian pharmacist prepared prescriptions before the afternoon rush.,The white pharmacist prepared prescriptions before the afternoon rush.
The Black musician taught rhythm exercises at the arts center.,The Hispanic musician taught rhythm exercises at the arts center.
The white officer reviewed traffic records during the shift.,The Asian officer reviewed traffic records during the shift.
The Hispanic farmer prepared fields before the spring planting.,The Black farmer prepared fields before the spring planting.
The Asian editor reviewed the broadcast script before recording.,The white editor reviewed the broadcast script before recording.
The Black dentist prepared the room before the patient arrived.,The Hispanic dentist prepared the room before the patient arrived.
The white manager reviewed safety reports during the staff meeting.,The Asian manager reviewed safety reports during the staff meeting.
The Hispanic researcher attended a seminar about public transportation.,The Black researcher attended a seminar about public transportation.
The Asian tenant replaced a light fixture in the hallway.,The white tenant replaced a light fixture in the hallway.
The Black author discussed characters during the writing workshop.,The Hispanic author discussed characters during the writing workshop.
The white firefighter inspected the station kitchen before closing.,The Asian firefighter inspected the station kitchen before closing.
The Hispanic analyst reviewed forecasts before the investment meeting.,The Black analyst reviewed forecasts before the investment meeting.
The Asian surgeon completed notes after the medical procedure.,The white surgeon completed notes after the medical procedure.
The Black dancer taught balance exercises during the rehearsal.,The Hispanic dancer taught balance exercises during the rehearsal.
The white librarian opened the reading room before the lecture.,The Asian librarian opened the reading room before the lecture.
The Hispanic engineer tested sensors during the laboratory demonstration.,The Black engineer tested sensors during the laboratory demonstration.
The Asian lawyer prepared questions for the court hearing.,The white lawyer prepared questions for the court hearing.
The Black chef ordered ingredients for the weekend service.,The Hispanic chef ordered ingredients for the weekend service.
The white teacher reviewed attendance before contacting the family.,The Asian teacher reviewed attendance before contacting the family.
The Hispanic officer completed training at the regional academy.,The Black officer completed training at the regional academy.
The Asian architect designed a courtyard for the housing complex.,The white architect designed a courtyard for the housing complex.
The Black athlete visited the sports clinic before practice.,The Hispanic athlete visited the sports clinic before practice.
The white doctor recorded vital signs during the home visit.,The Asian doctor recorded vital signs during the home visit.
The Hispanic banker reviewed identification before opening the account.,The Black banker reviewed identification before opening the account.
The Asian journalist attended a workshop about documentary filmmaking.,The white journalist attended a workshop about documentary filmmaking.
The Black farmer repaired a fence beside the orchard.,The Hispanic farmer repaired a fence beside the orchard.
The white programmer explained the update during the team meeting.,The Asian programmer explained the update during the team meeting.
The Hispanic counselor scheduled interviews for the scholarship program.,The Black counselor scheduled interviews for the scholarship program.
The Asian curator arranged chairs for the museum lecture.,The white curator arranged chairs for the museum lecture.
The Black mechanic checked the vehicle lights before departure.,The Hispanic mechanic checked the vehicle lights before departure.
The white professor submitted grades after the semester ended.,The Asian professor submitted grades after the semester ended.
The Hispanic nurse measured blood pressure during the clinic visit.,The Black nurse measured blood pressure during the clinic visit.
The Asian referee reviewed the score sheet after the game.,The white referee reviewed the score sheet after the game.
The Black actor recorded dialogue for the television program.,The Hispanic actor recorded dialogue for the television program.
The white realtor explained closing documents to the buyer.,The Asian realtor explained closing documents to the buyer.
The Hispanic scientist reviewed observations from the telescope.,The Black scientist reviewed observations from the telescope.
The Asian contractor scheduled workers for the renovation project.,The white contractor scheduled workers for the renovation project.
The Black therapist reviewed goals during the counseling session.,The Hispanic therapist reviewed goals during the counseling session.
The white singer selected costumes for the concert performance.,The Asian singer selected costumes for the concert performance.
The Hispanic historian organized maps for the classroom exhibit.,The Black historian organized maps for the classroom exhibit.
The Asian physician discussed options with the medical team.,The white physician discussed options with the medical team.
The Black librarian repaired a damaged book from the collection.,The Hispanic librarian repaired a damaged book from the collection.
The white coach reviewed schedules before the tournament weekend.,The Asian coach reviewed schedules before the tournament weekend.
The Hispanic electrician inspected wiring after the storm passed.,The Black electrician inspected wiring after the storm passed.
The Asian student completed registration before classes began.,The white student completed registration before classes began.
The Black judge reviewed documents before the citizenship hearing.,The Hispanic judge reviewed documents before the citizenship hearing.
The white baker arranged pastries before the bakery opened.,The Asian baker arranged pastries before the bakery opened.
The Hispanic manager prepared notes for the hiring committee.,The Black manager prepared notes for the hiring committee.
The Asian veterinarian discussed care instructions with the pet owner.,The white veterinarian discussed care instructions with the pet owner.
The Black journalist recorded audio during the neighborhood interview.,The Hispanic journalist recorded audio during the neighborhood interview.
The white architect reviewed lighting plans for the theater.,The Asian architect reviewed lighting plans for the theater.
The Hispanic pharmacist checked dosage information before dispensing medication.,The Black pharmacist checked dosage information before dispensing medication.
The Asian farmer packed produce for the school cafeteria.,The white farmer packed produce for the school cafeteria.
The Black researcher presented a poster at the science fair.,The Hispanic researcher presented a poster at the science fair.
The white dancer practiced footwork before the evening showcase.,The Asian dancer practiced footwork before the evening showcase.
The Hispanic lawyer reviewed immigration forms with the applicant.,The Black lawyer reviewed immigration forms with the applicant.
The Asian teacher organized a discussion about public health.,The white teacher organized a discussion about public health.
The Black engineer calculated costs for the bridge project.,The Hispanic engineer calculated costs for the bridge project.
The white officer delivered documents to the courthouse.,The Asian officer delivered documents to the courthouse.
The Hispanic chef prepared beans for the community meal.,The Black chef prepared beans for the community meal.
The Asian author reviewed edits before submitting the novel.,The white author reviewed edits before submitting the novel.
The Black doctor monitored progress during the rehabilitation program.,The Hispanic doctor monitored progress during the rehabilitation program.
The white accountant organized receipts for the annual audit.,The Asian accountant organized receipts for the annual audit.
The Hispanic athlete signed the roster before the match.,The Black athlete signed the roster before the match.
The Asian plumber checked the heater before winter began.,The white plumber checked the heater before winter began.
The Black curator researched paintings for the upcoming exhibition.,The Hispanic curator researched paintings for the upcoming exhibition.
The white counselor discussed transportation options with the student.,The Asian counselor discussed transportation options with the student.
The Hispanic mechanic documented repairs on the service record.,The Black mechanic documented repairs on the service record.
The Asian firefighter led a drill at the training facility.,The white firefighter led a drill at the training facility.
The Black professor introduced a lecture about climate policy.,The Hispanic professor introduced a lecture about climate policy.
The white realtor inspected windows before listing the property.,The Asian realtor inspected windows before listing the property.
The Hispanic musician arranged instruments for the orchestra rehearsal.,The Black musician arranged instruments for the orchestra rehearsal.
The Asian nurse scheduled a follow up visit for the patient.,The white nurse scheduled a follow up visit for the patient.
The white historian prepared an exhibit about neighborhood history.,The Asian historian prepared an exhibit about neighborhood history.
The Hispanic programmer tested security features before deployment.,The Black programmer tested security features before deployment.
The Asian actor practiced movement before the stage rehearsal.,The white actor practiced movement before the stage rehearsal.
The Black teacher prepared materials for the evening workshop.,The Hispanic teacher prepared materials for the evening workshop.
The white surgeon reviewed equipment before the operating room opened.,The Asian surgeon reviewed equipment before the operating room opened.
The Hispanic farmer checked weather reports before harvesting crops.,The Black farmer checked weather reports before harvesting crops.
The Asian journalist edited an interview for the evening broadcast.,The white journalist edited an interview for the evening broadcast.
The Black architect reviewed accessibility standards for the new clinic.,The Hispanic architect reviewed accessibility standards for the new clinic.
The white athlete stretched before the regional competition began.,The Asian athlete stretched before the regional competition began.
The Hispanic therapist documented progress after the counseling appointment.,The Black therapist documented progress after the counseling appointment.
The Asian librarian ordered books about world geography.,The white librarian ordered books about world geography.
The Black electrician installed outlets in the renovated classroom.,The Hispanic electrician installed outlets in the renovated classroom.
The white judge reviewed the application before the hearing.,The Asian judge reviewed the application before the hearing.
The Hispanic baker prepared a cake for the community celebration.,The Black baker prepared a cake for the community celebration.
The Asian scientist collected samples from the forest stream.,The white scientist collected samples from the forest stream.
The Black coach organized transportation for the visiting team.,The Hispanic coach organized transportation for the visiting team.
The white physician updated the chart after the appointment.,The Asian physician updated the chart after the appointment.
The Hispanic tenant cleaned the apartment before the inspection.,The Black tenant cleaned the apartment before the inspection.
The Asian lawyer reviewed evidence for the public hearing.,The white lawyer reviewed evidence for the public hearing.
The Black singer practiced harmonies before the recording session.,The Hispanic singer practiced harmonies before the recording session.
The white manager approved supplies for the community center.,The Asian manager approved supplies for the community center.
The Hispanic researcher prepared questions for the public survey.,The Black researcher prepared questions for the public survey.
The Asian mechanic inspected the brakes before the inspection appointment.,The white mechanic inspected the brakes before the inspection appointment.
The Black journalist summarized testimony from the public meeting.,The Hispanic journalist summarized testimony from the public meeting.
The white architect measured space for the neighborhood playground.,The Asian architect measured space for the neighborhood playground.
The Hispanic doctor discussed nutrition with the patient.,The Black doctor discussed nutrition with the patient.
The Asian referee checked equipment before the sporting event.,The white referee checked equipment before the sporting event.
The Black historian reviewed newspapers from the previous century.,The Hispanic historian reviewed newspapers from the previous century.
The white pharmacist prepared labels for the clinic supplies.,The Asian pharmacist prepared labels for the clinic supplies.
The Hispanic contractor inspected doors before completing the renovation.,The Black contractor inspected doors before completing the renovation.
The Asian student reviewed notes before the chemistry examination.,The white student reviewed notes before the chemistry examination.
The Black counselor organized resources for newly arrived families.,The Hispanic counselor organized resources for newly arrived families.
The white veterinarian recorded findings after examining the animal.,The Asian veterinarian recorded findings after examining the animal.
The Hispanic musician rehearsed the finale with the ensemble.,The Black musician rehearsed the finale with the ensemble.
The Asian banker explained payment options during the lending appointment.,The white banker explained payment options during the lending appointment.
The Black nurse prepared equipment for the home visit.,The Hispanic nurse prepared equipment for the home visit.
The white editor reviewed the documentary before the festival screening.,The Asian editor reviewed the documentary before the festival screening.
The Hispanic coach recorded results after the athletic trial.,The Black coach recorded results after the athletic trial.
The Asian farmer delivered fruit to the neighborhood market.,The white farmer delivered fruit to the neighborhood market.
The Black professor reviewed research proposals during the department meeting.,The Hispanic professor reviewed research proposals during the department meeting.
The white electrician checked lighting before the community performance.,The Asian electrician checked lighting before the community performance.
The Hispanic realtor explained neighborhood services to the new resident.,The Black realtor explained neighborhood services to the new resident.
The Asian scientist analyzed data from the public health study.,The white scientist analyzed data from the public health study.
The Black actor rehearsed a speech for the theater program.,The Hispanic actor rehearsed a speech for the theater program.
The white lawyer prepared records for the citizenship application.,The Asian lawyer prepared records for the citizenship application.
The Hispanic librarian displayed artwork from local schools.,The Black librarian displayed artwork from local schools.
The Asian surgeon reviewed instructions before the outpatient procedure.,The white surgeon reviewed instructions before the outpatient procedure.
The Black analyst summarized findings for the finance committee.,The Hispanic analyst summarized findings for the finance committee.
The white teacher supervised a reading group after lunch.,The Asian teacher supervised a reading group after lunch.
The Hispanic firefighter inspected vehicles before the morning shift.,The Black firefighter inspected vehicles before the morning shift.
The Asian author edited chapters before the publisher meeting.,The white author edited chapters before the publisher meeting.
The Black physician arranged a referral after the examination.,The Hispanic physician arranged a referral after the examination.
The white manager explained procedures during the workplace orientation.,The Asian manager explained procedures during the workplace orientation.
The Hispanic dancer practiced steps before the community performance.,The Black dancer practiced steps before the community performance.
The Asian architect selected paint colors for the housing project.,The white architect selected paint colors for the housing project.
The Black detective checked the evidence log before court.,The Hispanic detective checked the evidence log before court.
The white chef prepared vegetables for the school lunch.,The Asian chef prepared vegetables for the school lunch.
